Sex,Age,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
M,,8,85,Yes,6,3,810
M,,3,66,Yes,6,7,450
F,,7,57,Yes,6,6,500
F,,3,84,No,6,4,670
F,,6,75,No,6,9,670
M,,6,88,No,6,5,770
F,,3,90,Yes,5,6,700
F,,7,66,No,8,1,590
M,,3,48,Yes,4,8,270
F,,8,94,No,8,6,880
M,,4,78,No,7,7,600
F,,1,40,No,7,4,140
F,,4,46,Yes,8,2,270
F,,7,65,Yes,6,1,540
M,,4,46,Yes,5,1,320
M,,6,91,No,4,2,790
F,,9,46,Yes,9,0,440
F,,1,47,No,9,0,200
M,,5,55,No,6,6,420
M,,7,42,Yes,8,9,330
M,,1,84,Yes,9,7,580
M,,4,49,No,8,5,310
M,,6,89,No,5,6,750
F,,2,46,No,5,0,220
F,,5,60,No,8,0,460
F,,1,92,Yes,6,8,680
M,,6,76,Yes,6,4,660
F,,6,70,Yes,6,6,600
M,,4,62,No,9,5,440
M,,8,96,No,4,3,900
M,,4,66,No,4,0,470
F,,8,95,Yes,6,3,880
M,,8,61,No,8,9,560
M,,5,78,No,5,9,660
M,,4,96,Yes,7,7,780
M,,2,66,Yes,5,0,430
M,,3,93,No,5,1,720
F,,3,88,Yes,7,7,690
F,,4,43,No,6,1,240
M,,4,63,Yes,5,9,470
F,,5,62,No,7,8,450
F,,4,87,Yes,9,2,720
F,,8,58,Yes,8,2,510
M,,6,81,Yes,8,5,730
F,,6,42,Yes,8,2,280
F,,8,66,No,6,8,560
M,,7,42,No,5,7,290
M,,8,67,Yes,5,3,600
M,,2,56,No,4,5,280
M,,9,70,Yes,8,7,660
M,,1,49,Yes,6,3,210
M,,8,88,No,7,4,840
M,,4,61,No,6,6,420
F,,4,69,No,5,7,510
M,,5,88,No,8,6,740
M,,8,60,No,4,7,500
M,,5,75,No,9,3,620
M,,8,92,No,6,0,900
M,,1,62,Yes,4,5,320
F,,9,77,No,5,4,710
M,,6,51,Yes,7,3,370
M,,3,64,No,6,1,420
M,,8,93,No,9,0,850
F,,9,96,Yes,5,8,960
M,,6,59,Yes,8,1,510
F,,7,88,Yes,6,8,820
M,,1,88,Yes,4,5,640
M,,5,81,No,6,5,670
M,,5,46,No,5,1,320
F,,4,68,Yes,5,5,500
F,,6,87,Yes,4,2,730
F,,7,68,No,9,6,620
F,,9,52,No,5,9,480
M,,1,42,Yes,6,3,200
M,,6,41,No,9,8,330
M,,7,55,No,4,4,430
M,,3,69,Yes,5,9,490
F,,8,77,Yes,5,2,700
M,,5,45,Yes,6,0,280
F,,9,84,Yes,5,0,820
M,,5,46,No,6,3,290
F,,9,44,Yes,8,9,420
F,,4,95,No,9,9,790
M,,9,46,No,6,3,410
F,,5,73,No,7,8,610
M,,9,71,No,5,7,690
F,,3,88,Yes,8,3,680
M,,4,52,No,9,5,380
M,,9,69,Yes,4,6,670
F,,6,64,No,7,9,540
F,,2,60,Yes,4,7,390
F,,7,99,No,7,3,930
F,,2,98,No,8,0,760
F,,2,60,Yes,9,4,390
M,,1,67,Yes,8,0,380
F,,3,87,Yes,8,3,690
M,,6,97,Yes,7,6,880
M,,8,59,No,6,6,540
F,,9,73,No,9,0,680
M,,7,44,No,4,8,330
M,,4,57,No,6,1,400
M,,6,99,No,6,4,870
M,,5,78,Yes,5,5,640
M,,8,82,Yes,4,0,700
F,,1,96,No,7,1,700
M,,1,96,Yes,5,6,720
M,,6,50,No,5,5,380
F,,2,93,No,8,5,710
M,,5,56,Yes,7,5,400
M,,1,87,No,6,6,580
M,,7,84,Yes,9,9,770
F,,1,61,No,6,8,380
F,,4,76,Yes,6,8,600
M,,9,59,No,8,1,570
F,,1,87,No,6,1,630
M,,4,99,Yes,4,4,820
F,,6,93,No,6,9,840
M,,6,93,No,6,6,840
M,,8,87,Yes,4,2,770
M,,1,87,Yes,8,2,610
M,,7,85,Yes,5,3,730
F,,1,45,No,7,2,150
M,,7,73,Yes,8,2,640
F,,3,53,Yes,6,7,330
M,,8,87,Yes,5,6,780
F,,3,62,No,7,6,430
M,,1,59,Yes,7,9,340
F,,8,52,No,7,1,480
M,,3,86,No,4,8,660
M,,2,83,Yes,4,5,600
M,,1,80,No,5,2,530
F,,3,71,No,6,8,510
F,,2,65,No,5,8,430
F,,2,89,No,6,5,680
M,,6,92,No,8,9,800
F,,1,53,Yes,7,5,260
F,,2,91,Yes,7,7,700
M,,6,96,Yes,4,7,850
M,,3,75,No,8,5,570
M,,4,47,Yes,9,6,300
M,,1,79,No,8,3,560
M,,8,61,No,6,0,530
M,,7,61,No,8,3,520
F,,7,55,No,4,7,470
F,,3,66,Yes,6,7,480
M,,3,95,No,5,1,780
M,,2,99,Yes,6,6,790
F,,1,99,Yes,5,0,750
F,,7,49,No,9,1,400
F,,7,64,Yes,6,7,590
F,,2,70,Yes,7,9,490
F,,7,60,Yes,9,3,480
F,,8,66,No,5,2,600
M,,1,56,No,4,1,290
F,,9,72,No,9,5,680
F,,7,70,Yes,9,3,630
F,,3,89,Yes,9,2,710
F,,8,81,No,5,2,760
F,,7,65,No,5,9,570
F,,8,60,Yes,6,2,540
M,,6,75,No,7,7,610
F,,9,40,No,9,8,340
M,,5,43,Yes,6,8,320
M,,3,43,Yes,6,4,230
F,,3,65,No,7,0,440
M,,1,43,No,6,9,180
F,,8,88,No,7,4,820
F,,2,48,No,4,0,180
F,,3,69,Yes,7,8,520
M,,8,90,No,8,9,880
M,,8,84,No,7,7,780
F,,4,43,Yes,7,6,260
M,,4,44,Yes,8,1,260
M,,5,84,Yes,7,1,740
F,,6,62,Yes,5,3,520
F,,5,55,Yes,6,8,400
M,,7,61,Yes,6,8,540
F,,2,76,Yes,4,7,510
F,,7,47,No,4,4,350
F,,7,87,No,8,6,790
M,,1,72,Yes,5,8,450
M,,7,94,No,4,2,810
M,,5,99,No,6,3,870
F,,3,77,Yes,4,1,560
M,,3,82,Yes,4,8,650
F,,4,55,Yes,7,6,380
M,,2,44,Yes,4,5,170
F,,2,55,Yes,8,4,350
F,,1,46,No,6,6,200
M,,5,90,No,8,2,750
M,,4,40,Yes,8,4,260
M,,2,48,Yes,9,1,230
F,,3,57,No,5,4,380
M,,7,84,No,9,6,780
F,,7,97,No,9,9,910
M,,4,86,Yes,7,6,670
M,,5,42,Yes,8,8,310
M,,5,63,No,5,2,490
F,,6,67,Yes,6,7,570
M,,9,49,No,6,4,450
M,,2,48,Yes,5,6,220
M,,5,52,Yes,8,0,350
M,,3,87,No,8,0,650
F,,4,74,No,7,3,530
F,,6,93,Yes,7,4,790
F,,8,62,No,9,9,570
M,,1,86,Yes,6,2,580
F,,8,56,No,7,5,500
M,,7,85,No,5,2,750
M,,1,46,Yes,6,4,170
F,,2,91,Yes,8,0,700
M,,3,55,Yes,6,2,360
F,,1,92,No,4,6,610
F,,9,79,No,6,2,780
M,,8,75,Yes,7,4,710
F,,2,59,No,5,6,360
M,,9,63,Yes,8,1,630
M,,7,86,Yes,8,2,780
F,,9,44,Yes,7,3,390
F,,6,84,Yes,7,4,700
M,,6,45,Yes,7,8,340
M,,4,67,No,4,8,490
M,,2,98,No,5,3,710
F,,7,44,Yes,4,8,340
M,,5,88,No,7,3,770
F,,6,78,Yes,5,1,670
M,,2,77,No,7,9,520
F,,5,41,No,5,0,250
M,,4,82,Yes,8,6,680
F,,9,78,No,4,3,760
F,,6,93,Yes,9,7,850
F,,2,60,No,7,7,400
M,,1,79,Yes,7,7,560
F,,5,76,Yes,6,5,620
F,,9,98,Yes,9,8,990
M,,6,57,Yes,8,3,460
F,,7,93,Yes,7,4,860
F,,5,87,Yes,4,3,730
F,,6,85,No,8,4,740
M,,5,51,Yes,7,1,370
M,,9,56,No,4,4,500
M,,6,76,Yes,6,9,650
M,,8,85,No,6,7,790
F,,2,77,Yes,4,8,530
F,,9,54,Yes,8,6,550
M,,5,46,No,4,6,310
F,,7,53,Yes,9,5,470
F,,1,89,Yes,4,1,630
F,,5,40,Yes,6,9,270
M,,2,77,Yes,6,9,530
F,,6,42,No,6,8,330
M,,1,76,Yes,9,4,560
F,,3,83,No,7,5,650
F,,5,70,Yes,9,0,550
F,,4,82,Yes,7,4,670
F,,3,52,Yes,9,5,320
M,,5,87,Yes,5,9,730
M,,8,57,No,7,1,450
M,,4,56,Yes,8,6,430
M,,1,56,Yes,8,3,320
M,,7,50,Yes,6,4,420
M,,8,59,No,9,2,550
F,,3,49,No,4,4,280
M,,6,68,No,6,3,580
F,,2,87,No,4,9,670
M,,7,73,Yes,9,5,660
F,,8,56,Yes,6,1,460
M,,6,93,No,6,2,790
M,,6,91,Yes,8,9,830
M,,5,81,Yes,4,0,630
M,,8,52,No,5,6,450
F,,1,83,Yes,5,8,630
M,,4,86,No,6,1,700
F,,4,78,No,9,6,580
M,,3,66,No,6,2,500
M,,3,93,No,8,4,770
M,,4,92,No,4,5,750
F,,1,65,No,6,7,400
F,,2,67,Yes,9,3,430
M,,9,52,Yes,5,1,470
M,,2,51,Yes,4,2,220
F,,5,83,No,6,7,710
F,,9,67,No,4,6,630
M,,9,41,No,8,5,370
M,,8,76,Yes,5,4,720
M,,1,96,Yes,9,4,730
M,,1,96,No,4,0,720
M,,9,73,No,5,5,680
F,,8,62,No,6,8,590
M,,9,97,No,9,7,970
M,,7,91,No,9,9,830
F,,3,84,Yes,7,0,650
M,,3,68,No,4,5,470
F,,2,74,No,5,2,510
F,,5,50,No,4,5,320
M,,3,87,No,6,8,630
M,,6,72,Yes,6,5,600
M,,2,90,No,9,7,700
F,,3,50,No,9,5,320
M,,5,48,No,5,5,320
F,,1,53,Yes,8,6,290
F,,1,48,No,4,9,210
F,,9,78,Yes,4,3,740
F,,7,87,No,6,7,810
F,,1,42,No,4,3,110
M,,8,68,No,5,6,650
F,,3,58,No,7,0,370
F,,8,75,No,9,8,750
M,,5,71,No,6,9,610
M,,1,46,No,9,8,170
F,,7,94,No,9,6,870
M,,5,67,No,9,7,520
F,,6,83,Yes,7,1,710
M,,6,57,Yes,4,9,460
M,,8,99,Yes,8,9,990
F,,9,44,Yes,9,6,400
F,,2,62,No,5,0,420
F,,9,94,No,9,2,910
M,,9,61,Yes,9,5,570
F,,7,65,Yes,4,4,580
F,,1,81,Yes,5,4,550
F,,7,51,Yes,4,8,460
M,,5,79,No,9,5,640
F,,6,58,Yes,4,2,450
F,,7,86,No,4,1,780
M,,5,40,No,6,8,240
F,,7,42,No,7,9,360
M,,9,66,Yes,8,3,650
M,,3,57,Yes,7,4,350
F,,8,89,No,7,8,870
M,,2,69,Yes,5,4,450
M,,7,41,Yes,6,6,350
F,,2,44,No,6,1,180
M,,4,68,No,4,1,460
M,,7,72,Yes,7,3,630
M,,3,81,No,8,7,620
F,,2,59,Yes,5,1,350
F,,7,69,Yes,6,9,630
F,,1,81,No,4,6,580
F,,8,44,No,8,0,370
M,,3,89,Yes,7,8,740
M,,2,60,No,8,9,400
M,,3,97,Yes,6,5,780
M,,5,54,No,5,0,380
M,,8,59,Yes,7,9,550
M,,7,47,No,5,5,390
F,,7,88,Yes,9,4,840
M,,7,70,Yes,8,4,600
M,,8,51,No,8,4,470
F,,1,60,Yes,4,3,340
M,,4,69,Yes,7,6,540
F,,6,66,Yes,8,8,560
F,,9,83,Yes,6,3,820
M,,2,65,Yes,9,1,450
M,,1,72,No,6,1,450
F,,2,65,Yes,5,1,430
F,,7,65,Yes,9,6,570
F,,3,75,Yes,9,3,560
M,,2,79,No,6,3,560
F,,7,40,No,8,0,300
M,,2,98,Yes,6,3,750
M,,3,54,Yes,7,5,330
M,,7,89,No,5,1,800
F,,4,40,No,9,3,270
M,,1,50,Yes,7,6,260
M,,5,94,No,8,8,810
M,,9,41,Yes,8,1,410
M,,8,40,Yes,6,7,340
M,,9,70,Yes,4,5,680
M,,9,83,No,9,7,830
F,,7,55,Yes,9,1,440
F,,4,93,Yes,4,0,750
M,,5,61,No,8,6,520
M,,1,81,Yes,8,8,560
M,,1,57,Yes,9,8,370
F,,3,86,Yes,5,1,670
M,,8,56,No,9,3,500
M,,2,69,No,8,0,460
M,,4,49,Yes,8,6,310
F,,2,74,No,5,1,510
F,,5,97,Yes,7,3,820
F,,9,60,Yes,7,1,580
M,,1,55,No,5,0,310
M,,5,45,No,5,6,290
M,,9,42,Yes,7,5,400
F,,1,80,No,7,1,510
M,,9,82,No,7,3,790
F,,8,60,No,7,2,520
M,,4,52,Yes,9,2,360
M,,5,57,Yes,9,2,430
M,,5,97,No,6,3,810
M,,6,93,Yes,5,0,810
M,,7,99,Yes,4,0,840
M,,8,63,No,6,6,550
M,,8,66,Yes,4,4,640
F,,2,93,No,4,2,680
M,,9,43,Yes,8,8,410
F,,7,61,Yes,5,4,530
F,,4,63,No,9,9,500
F,,4,79,Yes,6,2,650
M,,8,84,No,5,8,780
F,,4,49,Yes,7,0,310
M,,6,41,Yes,5,8,300
M,,5,79,Yes,4,4,640
M,,3,45,No,9,5,260
M,,2,87,Yes,7,1,660
F,,9,57,Yes,5,7,550
M,,9,56,No,5,2,520
F,,1,77,No,9,0,570
M,,3,84,Yes,4,6,680
F,,8,62,No,7,2,570
F,,6,85,No,4,3,750
M,,5,69,No,9,4,540
M,,5,97,No,5,0,820
F,,6,60,Yes,6,8,510
F,,7,49,No,6,6,430
M,,1,95,Yes,8,1,680
F,,9,82,Yes,6,0,770
F,,3,52,Yes,9,1,330
F,,4,51,No,9,2,370
M,,1,48,No,9,2,230
M,,3,43,Yes,7,7,260
F,,2,78,Yes,8,4,560
F,,2,63,No,7,8,420
F,,1,93,No,6,2,650
M,,8,73,Yes,6,5,660
F,,3,78,No,5,3,570
F,,3,80,No,7,7,590
M,,6,44,Yes,4,0,280
F,,8,54,No,5,3,460
F,,9,89,No,7,6,840
M,,9,43,Yes,9,8,420
F,,4,90,No,8,0,730
F,,5,91,Yes,7,7,770
F,,2,97,No,8,1,740
M,,9,78,Yes,8,3,750
F,,8,97,No,6,3,940
M,,3,47,Yes,4,7,270
F,,9,88,No,7,1,890
F,,3,84,No,4,6,620
F,,9,63,No,8,2,590
M,,2,92,Yes,6,8,730
F,,9,67,No,4,4,570
M,,8,94,Yes,5,7,900
F,,9,82,No,8,4,800
F,,5,66,No,5,0,500
M,,2,40,No,9,8,180
F,,8,73,No,4,9,680
M,,6,56,No,4,6,390
F,,8,76,No,4,3,670
M,,5,77,Yes,9,6,690
M,,2,65,Yes,7,4,430
M,,6,96,No,8,9,840
F,,5,63,No,8,8,500
F,,5,78,No,8,1,650
F,,1,99,No,7,3,740
M,,2,60,No,4,5,350
M,,8,69,Yes,4,4,610
M,,3,86,No,9,0,640
M,,3,90,No,5,8,660
F,,8,87,Yes,7,8,810
M,,8,96,Yes,6,2,930
F,,2,52,Yes,7,3,280
F,,8,76,No,9,3,710
M,,1,42,No,5,9,130
M,,6,71,No,5,7,590
M,,8,74,No,5,5,670
M,,3,58,No,4,1,350
F,,8,53,Yes,6,3,460
M,,1,87,No,5,0,590
M,,9,61,No,8,2,570
F,,9,56,No,4,3,510
M,,5,98,Yes,6,7,800
F,,4,43,No,8,2,220
F,,6,84,No,6,4,710
F,,7,79,No,9,0,730
M,,5,58,No,6,3,400
F,,9,76,Yes,8,1,750
F,,3,41,Yes,7,3,240
M,,7,54,Yes,6,4,450
F,,5,41,No,7,2,250
F,,7,50,Yes,6,5,420
F,,2,84,Yes,9,1,630
M,,4,62,No,8,4,440
F,,2,49,No,6,3,260
F,,7,42,Yes,5,4,310
M,,2,44,Yes,9,8,260
M,,1,42,Yes,5,5,150
M,,9,77,Yes,9,6,770
F,,1,52,No,9,7,310
F,,8,81,No,6,8,750
F,,2,58,Yes,8,4,340
M,,8,79,Yes,8,7,740
M,,3,89,Yes,4,1,680
M,,6,74,No,8,9,640
F,,3,63,No,7,8,430
M,,7,63,No,6,1,540
F,,9,56,Yes,5,4,530
F,,2,79,No,8,5,560
M,,5,49,Yes,5,3,340
M,,6,41,Yes,4,7,270
M,,4,83,No,6,9,660
M,,4,62,Yes,8,2,410
F,,4,45,No,5,4,250
M,,2,41,No,9,1,200
M,,4,60,Yes,8,2,450
M,,1,94,Yes,4,7,700
M,,6,95,No,9,4,860
F,,1,74,No,5,2,460
F,,6,88,No,5,4,730
F,,1,68,No,6,8,420
M,,6,46,No,6,2,270
F,,8,68,No,5,9,640
F,,2,92,No,9,6,710
M,,2,76,Yes,6,7,560
F,,4,62,No,5,4,430
F,,3,72,Yes,9,2,500
F,,4,47,Yes,7,5,310
M,,7,51,No,8,2,420
M,,1,85,No,7,8,600
F,,6,87,No,7,1,760
M,,3,49,No,8,2,280
F,,7,54,No,5,6,450
F,,2,92,Yes,5,9,710
F,,2,63,Yes,6,7,440
F,,4,65,No,4,4,480
M,,1,86,No,5,4,570
M,,3,81,No,8,4,610
M,,9,92,No,4,3,860
M,,7,99,Yes,8,8,950
F,,7,78,Yes,8,5,700
M,,4,97,Yes,8,7,810
F,,2,42,No,4,7,180
M,,4,41,No,7,4,240
F,,6,45,No,9,8,320
M,,3,60,Yes,8,1,400
M,,1,48,Yes,6,7,250
M,,8,49,Yes,5,2,410
M,,5,75,No,9,6,660
M,,5,98,Yes,5,8,830
F,,4,42,No,5,4,220
M,,6,80,Yes,4,7,700
F,,3,63,No,6,3,420
F,,9,61,No,6,0,560
M,,5,88,No,9,0,720
F,,3,53,No,6,5,310
M,,1,81,Yes,6,7,600
M,,6,84,Yes,6,9,740
M,,2,83,Yes,9,1,620
M,,3,66,No,7,3,440
M,,1,72,Yes,6,2,460
F,,9,99,No,6,8,960
F,,8,61,Yes,4,2,510
M,,2,68,Yes,4,7,430
M,,8,58,No,6,6,510
M,,9,58,No,7,0,580
M,,1,45,No,6,7,230
F,,5,84,Yes,6,8,670
M,,8,58,No,6,7,500
M,,2,52,Yes,8,9,310
F,,4,98,Yes,7,9,830
F,,7,65,Yes,5,0,550
F,,3,61,No,6,6,440
M,,5,60,Yes,5,8,450
F,,8,75,No,7,4,730
M,,3,95,No,6,1,760
M,,4,41,Yes,5,7,230
F,,9,86,Yes,9,8,840
M,,7,83,Yes,5,6,730
M,,1,69,Yes,7,4,480
M,,4,66,No,6,7,500
F,,4,46,No,8,5,300
M,,9,59,No,7,3,510
M,,6,89,No,8,0,760
F,,9,70,No,6,5,660
F,,6,62,No,5,7,500
M,,6,52,No,9,2,400
F,,5,56,No,9,6,420
M,,5,43,No,7,6,290
M,,2,96,Yes,7,8,770
M,,8,53,Yes,7,0,450
F,,8,59,No,4,4,490
F,,1,99,No,9,7,740
M,,8,52,Yes,9,2,450
M,,5,42,Yes,6,4,270
F,,2,65,Yes,4,0,440
M,,2,65,No,7,8,420
F,,6,57,Yes,7,3,430
M,,9,71,Yes,8,4,680
F,,1,53,Yes,4,2,290
M,,6,86,Yes,5,1,730
F,,9,42,Yes,9,6,390
M,,8,40,No,6,4,300
M,,6,65,Yes,5,9,530
F,,3,63,No,5,2,380
M,,8,88,Yes,6,1,820
F,,9,74,Yes,7,9,720
M,,1,53,Yes,9,5,240
M,,9,42,Yes,8,9,440
F,,6,52,Yes,7,5,450
F,,6,86,No,7,2,750
F,,4,89,No,4,8,750
F,,1,53,No,5,0,260
F,,8,60,No,5,2,490
F,,2,65,No,9,0,420
F,,1,42,No,5,6,140
M,,2,90,No,8,1,640
M,,1,79,Yes,8,3,540
F,,1,43,No,8,3,160
F,,9,75,Yes,6,7,730
F,,1,90,Yes,9,3,670
F,,4,82,No,8,2,690
M,,6,40,Yes,4,9,280
M,,7,79,Yes,4,2,670
M,,2,86,No,7,4,620
F,,6,72,Yes,7,5,600
M,,7,46,No,9,6,430
F,,2,92,Yes,7,4,700
M,,2,91,No,7,6,700
F,,7,91,Yes,4,3,840
M,,1,95,No,7,4,720
M,,8,50,Yes,4,5,440
F,,3,66,No,8,8,460
F,,6,53,Yes,8,5,410
M,,9,61,Yes,9,9,580
M,,6,55,No,6,0,440
F,,9,85,Yes,7,6,890
F,,7,51,No,8,2,450
M,,9,88,Yes,8,5,870
F,,2,85,Yes,9,1,610
M,,8,49,No,5,6,410
F,,8,63,Yes,5,0,570
F,,2,85,No,9,1,620
F,,4,57,Yes,4,8,390
M,,7,61,Yes,6,8,540
M,,4,48,Yes,9,6,330
M,,4,56,Yes,5,1,420
M,,6,77,No,6,4,700
F,,6,79,No,8,3,670
F,,3,97,Yes,9,1,800
M,,9,52,Yes,4,1,440
M,,2,89,No,6,9,690
M,,6,76,Yes,5,7,660
F,,7,45,No,8,4,350
M,,9,60,Yes,9,7,610
M,,3,90,Yes,7,1,680
M,,3,75,No,8,1,550
F,,7,46,Yes,5,2,360
F,,4,75,No,9,9,560
M,,8,64,No,5,7,580
F,,7,50,No,7,7,400
F,,5,83,No,8,2,680
F,,7,53,No,6,0,430
M,,3,84,No,6,6,610
F,,2,68,Yes,8,3,450
M,,6,49,No,6,2,360
F,,2,89,No,9,4,670
M,,3,87,Yes,8,5,670
F,,6,44,No,8,0,290
M,,5,47,Yes,5,8,310
F,,8,85,No,4,5,740
F,,9,44,No,5,2,370
M,,3,97,No,6,0,790
F,,3,99,Yes,4,8,760
F,,3,63,Yes,8,1,450
M,,6,79,No,6,9,650
M,,1,96,No,7,5,720
F,,7,65,Yes,6,5,620
M,,1,45,Yes,4,2,190
M,,5,55,Yes,4,5,390
M,,8,99,No,8,1,930
M,,4,75,Yes,9,7,620
M,,5,51,Yes,7,0,370
F,,4,50,Yes,8,5,340
M,,4,42,Yes,7,0,230
M,,8,83,Yes,7,8,790
M,,2,76,Yes,8,8,510
M,,1,45,Yes,6,5,180
F,,3,58,No,5,5,410
M,,9,57,Yes,7,8,570
M,,4,55,No,4,4,360
M,,5,62,No,8,8,470
M,,2,82,Yes,9,4,650
M,,4,76,No,6,3,570
M,,2,48,No,7,1,220
F,,2,42,Yes,9,1,200
M,,4,47,No,6,0,270
M,,6,77,Yes,8,9,640
F,,7,43,Yes,9,2,320
F,,3,51,Yes,4,0,290
M,,3,83,Yes,7,5,620
F,,6,70,Yes,7,6,560
M,,3,64,Yes,9,8,430
M,,2,92,Yes,6,6,700
M,,8,55,No,8,3,490
F,,5,81,Yes,5,3,680
F,,1,93,No,7,7,660
F,,3,53,Yes,4,3,310
M,,8,52,Yes,7,0,440
F,,4,80,Yes,7,8,650
F,,7,46,No,5,2,360
F,,2,51,No,5,0,270
F,,7,76,No,8,8,710
F,,5,89,No,7,9,760
F,,5,43,No,7,9,310
M,,6,41,No,6,4,260
F,,9,74,Yes,6,8,690
M,,6,97,Yes,9,2,900
M,,8,83,No,9,5,790
M,,7,42,No,4,6,330
M,,9,43,No,4,4,400
F,,4,77,No,6,7,580
M,,2,51,No,9,9,280
F,,7,58,Yes,4,5,500
M,,6,49,Yes,7,5,370
F,,1,40,Yes,9,6,150
M,,9,56,Yes,5,7,500
M,,9,55,Yes,9,1,550
M,,2,48,Yes,7,6,250
M,,3,96,Yes,6,8,790
F,,5,92,Yes,8,0,790
F,,5,48,No,8,0,360
F,,1,98,No,6,6,690
F,,8,94,Yes,7,4,830
F,,8,48,Yes,4,0,440
F,,4,51,Yes,9,0,360
F,,7,94,No,9,1,840
F,,3,80,No,4,9,580
M,,6,54,Yes,8,8,440
F,,9,41,No,6,2,360
M,,1,50,Yes,6,8,230
M,,5,50,Yes,5,5,330
F,,4,47,Yes,8,9,310
M,,8,94,Yes,6,5,900
M,,1,71,Yes,5,6,450
M,,9,45,No,4,9,400
M,,6,92,Yes,8,7,810
M,,4,59,Yes,8,2,470
M,,9,78,Yes,6,7,750
M,,5,74,Yes,6,5,610
M,,5,47,No,7,5,370
F,,5,89,Yes,4,2,750
F,,1,88,Yes,4,5,630
M,,1,82,No,9,7,610
M,,8,73,Yes,5,6,700
F,,8,96,Yes,5,9,910
M,,6,92,Yes,7,9,800
F,,4,98,Yes,9,6,830
F,,2,95,No,4,2,720
F,,2,58,Yes,5,9,350
M,,9,46,Yes,4,2,410
F,,5,70,No,4,4,570
F,,4,57,Yes,9,4,430
M,,1,79,Yes,5,8,550
F,,7,53,No,6,8,420
F,,3,78,Yes,6,9,590
M,,6,99,No,9,4,900
M,,5,92,Yes,5,4,790
M,,5,99,No,7,5,890
M,,5,98,Yes,8,7,870
M,,1,75,Yes,9,5,500
M,,1,56,No,4,5,330
M,,3,76,Yes,9,8,580
F,,4,83,No,8,0,680
M,,5,48,No,9,3,330
M,,2,97,No,5,9,730
M,,8,59,No,4,9,500
F,,2,84,Yes,8,1,590
F,,9,96,No,6,8,930
M,,2,67,Yes,7,2,470
F,,9,89,Yes,9,9,890
M,,7,59,No,9,1,470
M,,8,80,No,8,7,770
M,,2,75,Yes,7,3,530
M,,7,92,No,9,1,870
M,,6,66,Yes,6,3,530
F,,4,47,No,8,6,280
F,,7,71,Yes,5,6,660
F,,4,40,Yes,4,0,230
F,,2,56,No,6,0,280
M,,7,96,Yes,7,2,890
M,,8,48,Yes,7,1,380
M,,2,59,No,6,2,370
M,,5,84,No,5,3,660
M,,1,71,No,9,6,440
F,,7,41,No,5,1,330
M,,8,71,No,9,6,670
F,,6,84,Yes,9,4,760
M,,5,48,Yes,7,7,330
M,,6,69,No,9,7,590
F,,2,59,Yes,6,4,390
M,,1,77,Yes,9,9,550
F,,7,99,Yes,6,7,960
M,,7,40,Yes,4,8,300
F,,2,99,Yes,7,6,800
F,,2,96,No,5,5,750
M,,1,44,No,8,6,190
M,,8,74,Yes,5,6,710
F,,8,75,Yes,5,2,670
F,,1,40,No,8,5,160
F,,8,53,No,7,5,450
F,,9,48,No,9,8,440
M,,4,69,No,4,0,500
M,,1,63,Yes,5,6,370
F,,1,43,No,9,0,150
M,,3,89,No,5,9,710
M,,5,53,Yes,7,3,420
F,,5,64,No,7,6,490
M,,9,43,No,6,5,410
F,,2,64,No,7,5,400
F,,2,49,No,7,4,250
F,,6,74,No,5,6,620
M,,9,94,Yes,4,8,930
F,,1,46,Yes,5,5,190
F,,9,81,Yes,9,9,770
F,,9,52,Yes,7,6,520
F,,9,43,Yes,6,8,410
F,,5,89,No,4,6,690
F,,9,82,No,6,5,820
F,,4,96,No,8,2,820
F,,2,75,No,6,0,490
F,,6,95,No,6,9,820
F,,4,53,No,9,8,400
F,,6,57,No,7,6,480
M,,3,47,No,9,2,280
F,,6,71,No,7,9,600
F,,2,66,No,9,8,430
M,,2,81,No,7,2,590
F,,9,76,No,7,2,710
F,,7,62,No,7,6,520
M,,3,46,Yes,6,1,270
M,,1,51,No,8,9,280
M,,8,64,Yes,7,6,620
F,,6,42,No,8,6,270
M,,7,65,No,8,0,550
M,,9,43,No,5,9,390
M,,5,81,Yes,5,1,660
F,,1,75,Yes,4,4,460
F,,7,54,No,9,3,470
M,,5,71,No,5,2,590
M,,3,68,No,7,9,460
F,,9,49,No,8,7,470
M,,1,60,Yes,9,6,390
M,,1,93,Yes,4,8,670
M,,1,55,No,5,2,260
F,,3,86,Yes,6,9,680
M,,6,58,Yes,9,0,490
M,,3,68,No,4,8,450
M,,8,91,No,7,8,880
M,,2,90,No,9,0,670
F,,9,57,Yes,8,7,540
M,,3,97,No,7,9,750
M,,5,83,Yes,7,0,670
F,,8,96,No,9,5,910
M,,2,55,No,6,8,300
M,,6,40,Yes,6,2,290
M,,5,87,Yes,9,5,750
F,,9,41,Yes,9,2,410
M,,5,95,Yes,9,4,840
F,,2,54,Yes,8,6,310
F,,5,78,Yes,5,9,640
M,,4,67,No,7,3,480
M,,7,40,Yes,9,3,290
M,,6,44,Yes,5,6,330
F,,2,81,No,8,4,590
M,,5,61,Yes,7,0,450
M,,7,92,Yes,5,9,860
M,,7,75,No,7,1,650
M,,5,85,No,6,5,730
F,,9,52,No,9,8,500
M,,4,40,Yes,6,6,200
F,,3,55,No,4,3,360
